151,151
2022-06-05 03:25:00,0.148,-0.07018235294117646,-0.08251824683848283
2022-06-05 03:26:00,0.151,-0.06727352941176468,-0.08202436170732005
2022-06-05 03:27:00,0.157,-0.06402647058823524,-0.0813806938514148
2022-06-05 03:28:00,0.162,-0.06322941176470588,-0.08075402609385346
2022-06-05 03:29:00,0.162,-0.06430588235294116,-0.08021563217038927
2022-06-05 03:30:00,0.164,-0.06724705882352935,-0.0797626390442685
2022-06-05 03:31:00,0.163,-0.06921470588235291,-0.07924326716700211
2022-06-05 03:32:00,0.168,-0.07352941176470588,-0.07898835033181792
2022-06-05 03:33:00,0.168,-0.07568823529411764,-0.07860962948943831
2022-06-05 03:34:00,0.167,-0.07567352941176472,-0.07812987503663094
2022-06-05 03:35:00,0.174,-0.07573823529411763,-0.07771958415116481
2022-06-05 03:36:00,0.181,-0.07593529411764702,-0.0774565215543708
2022-06-05 03:37:00,0.185,-0.07476176470588232,-0.07706678467035447
2022-06-05 03:38:00,0.184,-0.07366470588235295,-0.0767742091703646
2022-06-05 03:39:00,0.189,-0.07149117647058822,-0.07634386679729682
2022-06-05 03:40:00,0.191,-0.06938823529411764,-0.07585383015845074
2022-06-05 03:41:00,0.19,-0.06699705882352941,-0.07515476144744754
2022-06-05 03:42:00,0.195,-0.0662529411764706,-0.07450394916597627
2022-06-05 03:43:00,0.195,-0.06708529411764703,-0.07389599099608565
2022-06-05 03:44:00,0.197,-0.06991176470588231,-0.0735123739792011
2022-06-05 03:45:00,0.199,-0.0734294117647059,-0.07331437472793023
2022-06-05 03:46:00,0.2,-0.07784999999999999,-0.07330118538432284
2022-06-05 03:47:00,0.2,-0.07992647058823531,-0.07327303009690875
2022-06-05 03:48:00,0.201,-0.08360000000000002,-0.07352496366864392
2022-06-05 03:49:00,0.208,-0.08618823529411761,-0.07384081468095063
2022-06-05 03:50:00,0.209,-0.08810294117647063,-0.07424124465893853
2022-06-05 03:51:00,0.215,-0.08714117647058821,-0.07448724132230203
2022-06-05 03:52:00,0.22,-0.08770882352941177,-0.07503928858025652
2022-06-05 03:53:00,0.224,-0.08439411764705883,-0.07521329010044805
2022-06-05 03:54:00,0.228,-0.08068529411764702,-0.07525794521510995
2022-06-05 03:55:00,0.231,-0.08100882352941179,-0.07567678333954084
2022-06-05 03:56:00,0.238,-0.07796764705882349,-0.07554950900396273
2022-06-05 03:57:00,0.238,-0.07607941176470588,-0.07534713136711245
2022-06-05 03:58:00,0.242,-0.0747264705882353,-0.07508048431466335
2022-06-05 03:59:00,0.245,-0.07356176470588234,-0.07478665807276598
2022-06-05 04:00:00,0.25,-0.0735235294117647,-0.07448792612954713
2022-06-05 04:01:00,0.252,-0.07188235294117643,-0.0739546245474017
2022-06-05 04:02:00,0.258,-0.07146470588235289,-0.07339816926143104
2022-06-05 04:03:00,0.261,-0.07012352941176471,-0.07268599394039728
2022-06-05 04:04:00,0.263,-0.0708205882352941,-0.07211743993973797
2022-06-05 04:05:00,0.266,-0.07278823529411763,-0.07166730894980378
